Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel
1009,23/07/2022,Bob,West,"£23,629.25",11,Electronics,"£2,135.30","£2,214.55",New,3%,Cash,Retail
1027,23/07/2022,David,West,"£26,016.32",10,Furniture,£330.34,"£2,738.56",New,5%,Bank Transfer,Retail
1039,24/07/2022,David,North,"£4,630.40",2,Electronics,"£1,702.38","£3,086.93",New,25%,Bank Transfer,Retail
1081,24/07/2022,Eve,South,"£28,013.47",35,Food,£253.89,£930.68,New,14%,Cash,Online
1025,24/07/2022,Alice,West,"£54,725.23",14,Furniture,"£1,394.07","£4,493.04",Returning,13%,Bank Transfer,Online
1083,24/07/2022,Eve,East,"£243,166.25",50,Electronics,£971.49,"£5,464.41",Returning,11%,Cash,Retail
1098,25/07/2022,Bob,West,"£20,303.80",4,Clothing,"£3,806.23","£5,075.95",New,0%,Credit Card,Online
1079,25/07/2022,David,North,"£134,732.32",33,Electronics,"£3,269.65","£4,095.69",Returning,0%,Cash,Online
1092,25/07/2022,Alice,West,"£70,194.50",17,Furniture,"£1,163.22","£4,439.88",Returning,7%,Bank Transfer,Online
1022,25/07/2022,Alice,North,"£89,207.25",40,Furniture,£937.46,"£2,424.11",Returning,8%,Cash,Retail
1084,25/07/2022,Eve,East,"£100,910.07",26,Furniture,"£1,065.60","£4,128.89",New,6%,Bank Transfer,Online
1013,26/07/2022,Eve,West,"£144,801.96",45,Electronics,"£3,187.72","£3,236.27",Returning,1%,Bank Transfer,Online
1026,26/07/2022,Eve,East,"£14,427.42",4,Electronics,"£3,064.69","£4,098.70",New,12%,Bank Transfer,Online
1082,26/07/2022,Alice,South,"£67,803.80",22,Electronics,"£2,057.69","£3,349.99",New,8%,Credit Card,Online
1001,26/07/2022,Alice,North,"£39,968.86",12,Electronics,£598.91,"£3,784.93",New,12%,Cash,Retail
1020,26/07/2022,Eve,South,"£128,024.22",37,Electronics,"£1,935.61","£4,873.40",Returning,29%,Bank Transfer,Online
1077,26/07/2022,Bob,South,"£105,969.24",36,Clothing,£273.59,"£2,943.59",New,0%,Cash,Online
1033,27/07/2022,Alice,South,"£99,228.31",26,Electronics,"£3,543.91","£3,873.07",New,1%,Cash,Online
1091,27/07/2022,Eve,North,"£17,519.81",15,Furniture,£608.02,"£1,255.90",New,7%,Bank Transfer,Retail
1003,27/07/2022,Alice,West,"£81,953.24",42,Clothing,£991.37,"£2,601.69",New,25%,Cash,Online
1073,27/07/2022,Alice,West,"£110,430.32",22,Clothing,"£2,386.03","£5,122.00",New,2%,Cash,Online
1004,27/07/2022,David,East,"£192,524.55",39,Clothing,£470.26,"£5,365.79",New,8%,Bank Transfer,Retail
1043,28/07/2022,Charlie,South,"£22,681.72",5,Electronics,"£4,077.69","£4,725.09",Returning,4%,Cash,Retail
1089,29/07/2022,Bob,West,"£25,703.10",6,Furniture,"£2,998.08","£4,606.29",New,7%,Credit Card,Retail
1001,30/07/2022,Charlie,North,"£12,349.22",4,Furniture,"£2,459.77","£3,150.31",New,2%,Credit Card,Retail
1070,30/07/2022,Charlie,North,"£33,150.37",41,Clothing,£502.44,£951.23,New,15%,Cash,Online
1093,30/07/2022,Charlie,North,"£56,076.60",15,Food,"£1,083.11","£4,919.00",New,24%,Credit Card,Retail
1018,31/07/2022,Charlie,South,"£121,089.21",39,Furniture,£613.29,"£3,833.15",New,19%,Cash,Retail
1005,01/08/2022,Eve,East,"£95,168.91",48,Food,£701.45,"£2,753.73",Returning,28%,Bank Transfer,Online
1005,01/08/2022,Charlie,East,"£123,085.37",29,Electronics,£407.89,"£4,421.17",New,4%,Bank Transfer,Retail
1038,02/08/2022,David,East,"£17,724.64",16,Food,£484.68,"£1,178.50",Returning,6%,Credit Card,Retail
1026,02/08/2022,Alice,North,"£16,861.25",14,Food,£163.23,"£1,468.75",Returning,18%,Cash,Retail
1026,02/08/2022,Eve,North,"£208,591.08",50,Furniture,"£3,775.69","£4,687.44",New,11%,Bank Transfer,Retail
1050,02/08/2022,Alice,South,"£51,395.80",37,Food,£626.04,"£1,477.74",Returning,6%,Cash,Retail
1038,02/08/2022,Eve,West,"£69,071.66",23,Electronics,£518.17,"£3,900.15",New,23%,Credit Card,Retail
1076,02/08/2022,Charlie,North,"£212,082.05",47,Furniture,"£3,028.96","£4,700.40",New,4%,Bank Transfer,Retail
1016,03/08/2022,Alice,North,"£74,454.50",26,Food,"£1,352.67","£3,046.42",Returning,6%,Credit Card,Retail
1068,03/08/2022,Eve,North,"£170,606.30",45,Clothing,"£2,907.27","£4,166.21",New,9%,Cash,Online
1073,03/08/2022,David,North,"£75,485.05",32,Electronics,"£1,028.56","£2,536.46",New,7%,Credit Card,Retail
1080,04/08/2022,Alice,North,"£147,772.60",30,Clothing,"£4,906.73","£4,980.20",New,1%,Bank Transfer,Retail
1051,04/08/2022,Alice,West,"£119,085.80",27,Electronics,"£2,567.17","£4,900.65",New,10%,Credit Card,Online
1026,04/08/2022,Bob,East,"£82,160.11",33,Food,£633.36,"£3,036.22",Returning,18%,Credit Card,Online
1095,05/08/2022,Eve,North,"£224,378.32",47,Food,"£4,153.78","£4,798.94",New,1%,Cash,Online
1034,06/08/2022,Bob,North,"£106,759.86",27,Food,"£2,695.44","£4,493.26",Returning,12%,Credit Card,Online
1040,06/08/2022,David,West,"£122,464.46",33,Food,£487.82,"£3,990.37",Returning,7%,Bank Transfer,Retail
1078,07/08/2022,Eve,East,"£4,026.50",1,Electronics,"£2,573.72","£4,737.06",New,15%,Credit Card,Online
1088,08/08/2022,Bob,East,"£12,226.71",3,Clothing,"£3,074.89","£4,478.65",New,9%,Bank Transfer,Retail
1055,08/08/2022,Alice,South,"£32,441.59",36,Food,£720.16,"£1,098.97",New,18%,Credit Card,Online
1068,08/08/2022,Bob,West,"£69,230.95",38,Furniture,"£1,128.80","£2,566.01",New,29%,Bank Transfer,Retail
1012,08/08/2022,Charlie,East,"£90,956.91",18,Furniture,"£2,513.32","£5,263.71",New,4%,Credit Card,Retail
1092,09/08/2022,Bob,West,"£11,944.63",6,Electronics,"£1,658.24","£2,314.85",Returning,14%,Bank Transfer,Retail
1013,09/08/2022,Charlie,North,"£42,173.19",17,Clothing,"£2,150.57","£3,100.97",New,20%,Credit Card,Online
1011,09/08/2022,Charlie,East,"£39,221.05",10,Electronics,"£1,651.78","£5,028.34",New,22%,Bank Transfer,Online
1015,09/08/2022,David,North,"£120,945.53",40,Food,£287.72,"£3,054.18",New,1%,Bank Transfer,Online
1028,10/08/2022,Alice,North,"£25,832.40",36,Food,£280.35,£834.38,Returning,14%,Credit Card,Retail
1026,10/08/2022,Bob,South,"£37,591.52",36,Food,£349.94,"£1,200.24",Returning,13%,Credit Card,Retail
1074,10/08/2022,David,East,"£100,949.51",33,Food,£434.34,"£3,220.08",New,5%,Bank Transfer,Online
1058,11/08/2022,Eve,West,"£59,519.49",16,Electronics,"£3,644.00","£4,649.96",New,20%,Credit Card,Retail
1035,11/08/2022,Bob,North,"£144,245.02",40,Food,"£3,261.95","£4,097.87",Returning,12%,Credit Card,Retail
1078,12/08/2022,Charlie,East,"£24,163.39",32,Electronics,£396.29,£888.36,New,15%,Bank Transfer,Retail
1015,12/08/2022,David,South,"£97,484.16",28,Furniture,"£2,914.32","£4,903.63",New,29%,Credit Card,Online
1041,12/08/2022,Charlie,South,"£38,646.93",16,Clothing,£812.75,"£2,776.36",Returning,13%,Bank Transfer,Online
1081,12/08/2022,Alice,West,"£111,675.96",33,Furniture,"£1,480.82","£4,512.16",New,25%,Credit Card,Retail
1072,13/08/2022,Bob,East,"£72,564.63",44,Electronics,£110.90,"£1,917.67",New,14%,Bank Transfer,Retail
1072,13/08/2022,Alice,North,"£149,820.33",37,Furniture,£286.97,"£4,708.37",New,14%,Bank Transfer,Online
1043,14/08/2022,Alice,South,"£39,789.86",13,Electronics,£309.42,"£4,192.82",New,27%,Cash,Retail
1008,14/08/2022,Alice,West,"£60,157.01",13,Clothing,£477.47,"£4,770.58",Returning,3%,Cash,Retail
1098,14/08/2022,Eve,North,"£103,145.15",23,Furniture,£930.14,"£4,822.12",New,7%,Credit Card,Online
1026,15/08/2022,David,South,"£184,607.27",38,Electronics,"£4,455.21","£5,100.45",Returning,5%,Cash,Retail
1062,15/08/2022,Eve,West,"£112,496.05",43,Clothing,"£1,417.75","£2,972.94",Returning,12%,Credit Card,Retail
1002,16/08/2022,Charlie,West,"£13,515.72",4,Furniture,"£2,785.71","£4,505.24",Returning,25%,Bank Transfer,Online
1049,16/08/2022,David,East,"£113,056.09",44,Electronics,£561.59,"£2,887.03",Returning,11%,Cash,Retail
1079,17/08/2022,Bob,West,"£4,214.31",4,Electronics,£261.01,"£1,109.03",New,5%,Credit Card,Online
1049,17/08/2022,David,South,"£4,810.46",2,Furniture,£700.99,"£3,083.63",New,22%,Bank Transfer,Retail
1059,18/08/2022,Charlie,North,"£16,866.69",4,Furniture,"£3,972.16","£4,361.22",Returning,3%,Cash,Retail
1057,18/08/2022,Alice,South,"£21,102.13",12,Food,"£1,272.34","£2,044.78",New,14%,Credit Card,Online
1100,18/08/2022,David,East,"£70,183.45",16,Clothing,£808.59,"£4,984.62",New,12%,Bank Transfer,Retail
1051,18/08/2022,David,East,"£113,129.77",42,Clothing,"£1,315.23","£3,325.39",Returning,19%,Cash,Online
1013,18/08/2022,Eve,North,"£105,949.64",44,Clothing,£579.55,"£3,344.37",New,28%,Credit Card,Online
1073,19/08/2022,Charlie,East,"£1,809.04",1,Clothing,£777.36,"£2,032.63",Returning,11%,Credit Card,Online
1057,19/08/2022,David,West,"£36,294.60",17,Furniture,"£1,795.92","£2,603.63",New,18%,Bank Transfer,Online
1019,19/08/2022,Bob,West,"£88,353.59",39,Furniture,£481.48,"£2,729.49",Returning,17%,Cash,Online
1084,20/08/2022,Bob,South,"£5,649.92",5,Clothing,£318.89,"£1,202.11",New,6%,Credit Card,Retail
1043,21/08/2022,David,West,"£108,771.71",28,Food,"£3,877.99","£4,570.24",New,15%,Credit Card,Retail
1096,21/08/2022,Eve,East,"£100,056.47",20,Food,"£3,669.27","£5,379.38",New,7%,Bank Transfer,Online
1088,21/08/2022,Charlie,East,"£90,016.66",48,Furniture,£810.01,"£1,995.05",Returning,6%,Credit Card,Online
1019,22/08/2022,Charlie,South,"£7,285.31",2,Clothing,"£3,325.88","£4,670.07",Returning,22%,Credit Card,Online
1087,22/08/2022,Charlie,West,"£3,014.84",6,Clothing,£384.60,£505.11,Returning,1%,Credit Card,Online
1036,22/08/2022,Eve,East,"£68,153.43",38,Food,"£1,533.57","£1,803.20",Returning,1%,Cash,Online
1059,22/08/2022,Eve,North,"£73,193.26",23,Clothing,£792.12,"£3,497.05",Returning,9%,Cash,Online
1091,23/08/2022,Alice,North,"£4,707.17",1,Food,"£2,128.35","£4,754.72",Returning,1%,Cash,Retail
1008,23/08/2022,Alice,East,"£83,486.72",26,Furniture,"£2,961.03","£3,332.43",Returning,4%,Cash,Online
1023,23/08/2022,Alice,North,"£142,061.68",40,Furniture,"£1,588.55","£4,129.70",Returning,14%,Bank Transfer,Retail
1066,24/08/2022,David,South,"£16,863.51",14,Clothing,"£1,130.73","£1,650.05",New,27%,Bank Transfer,Retail
1062,24/08/2022,David,North,"£24,781.36",12,Electronics,"£1,894.43","£2,294.57",Returning,10%,Cash,Online
1037,24/08/2022,Bob,West,"£88,796.37",20,Furniture,"£4,108.83","£4,988.56",New,11%,Cash,Retail
1085,24/08/2022,Charlie,East,"£17,807.69",5,Clothing,£901.80,"£4,291.01",Returning,17%,Cash,Online
1014,24/08/2022,David,West,"£56,978.61",47,Electronics,£425.66,"£1,303.56",Returning,7%,Credit Card,Retail
1054,24/08/2022,Charlie,North,"£130,734.85",39,Food,£209.54,"£3,604.49",Returning,7%,Credit Card,Retail
1045,25/08/2022,David,South,"£53,456.01",29,Clothing,"£1,658.63","£2,247.94",Returning,18%,Credit Card,Online
1015,26/08/2022,David,North,"£94,632.37",22,Food,£977.42,"£4,944.22",Returning,13%,Credit Card,Retail
1093,27/08/2022,Eve,North,"£4,607.05",11,Electronics,£385.57,£427.37,New,2%,Cash,Retail
1015,27/08/2022,Alice,South,"£4,146.72",2,Clothing,£142.30,"£2,356.09",Returning,12%,Cash,Online
1076,27/08/2022,Eve,South,"£159,546.58",47,Clothing,£354.18,"£4,041.20",New,16%,Cash,Retail
1044,28/08/2022,David,West,"£120,545.33",27,Food,"£4,452.26","£5,252.52",New,15%,Credit Card,Retail
1017,28/08/2022,Eve,East,"£4,396.14",5,Food,£709.94,£883.00,New,0%,Cash,Retail
1086,28/08/2022,Alice,East,"£42,138.33",9,Food,"£2,495.76","£4,928.46",New,5%,Credit Card,Online
1046,28/08/2022,David,East,"£85,928.43",28,Clothing,£494.19,"£4,037.99",Returning,24%,Cash,Retail
1017,29/08/2022,Alice,West,"£26,196.32",12,Food,"£1,916.88","£2,204.77",New,1%,Bank Transfer,Online
1081,29/08/2022,David,East,"£128,221.48",30,Food,"£3,891.42","£4,339.35",New,2%,Bank Transfer,Online
1059,29/08/2022,David,East,"£66,523.73",20,Clothing,"£1,570.43","£4,556.42",New,27%,Bank Transfer,Online
1082,30/08/2022,Charlie,East,"£5,413.59",1,Clothing,£689.10,"£5,468.27",Returning,1%,Cash,Online
1064,31/08/2022,Eve,North,"£10,547.74",27,Food,£337.56,£406.43,Returning,4%,Credit Card,Retail
1051,31/08/2022,Bob,East,"£11,254.66",20,Food,£284.33,£760.45,New,26%,Credit Card,Retail
1033,31/08/2022,David,West,"£115,157.70",30,Furniture,"£2,929.70","£4,265.10",Returning,10%,Bank Transfer,Online
1067,31/08/2022,Bob,South,"£61,182.93",36,Food,£332.47,"£2,098.18",New,19%,Bank Transfer,Online
1059,31/08/2022,Bob,East,"£103,662.59",31,Electronics,"£1,636.35","£4,399.94",Returning,24%,Cash,Retail
1010,01/09/2022,Bob,North,"£28,770.80",10,Clothing,"£1,983.34","£3,551.95",Returning,19%,Bank Transfer,Online
1028,01/09/2022,David,West,"£69,647.43",42,Electronics,£421.41,"£2,125.99",Returning,22%,Bank Transfer,Online
1065,01/09/2022,Eve,West,"£71,460.59",29,Electronics,£478.58,"£2,800.18",New,12%,Cash,Retail
1007,01/09/2022,Eve,North,"£112,612.90",27,Furniture,"£1,903.25","£4,906.88",Returning,15%,Credit Card,Online
1052,02/09/2022,Bob,West,"£13,190.20",9,Furniture,£748.38,"£1,628.42",Returning,10%,Bank Transfer,Online
1054,02/09/2022,Alice,South,"£45,137.66",16,Food,£448.90,"£3,616.80",New,22%,Cash,Online
1037,03/09/2022,Eve,North,"£19,234.16",13,Furniture,£897.92,"£1,573.99",Returning,6%,Credit Card,Online
1033,03/09/2022,Alice,South,"£105,546.82",24,Electronics,"£4,030.39","£4,832.73",Returning,9%,Cash,Online
1032,03/09/2022,Alice,North,"£84,226.49",30,Clothing,"£1,944.85","£3,154.55",New,11%,Credit Card,Online
1085,03/09/2022,Eve,East,"£130,480.56",35,Clothing,"£2,734.16","£5,177.80",Returning,28%,Cash,Online
1004,03/09/2022,Bob,South,"£176,981.77",42,Food,"£3,374.13","£5,016.49",Returning,16%,Cash,Online
1002,03/09/2022,Alice,West,"£82,254.38",19,Electronics,£711.21,"£4,655.03",Returning,7%,Credit Card,Retail
1099,04/09/2022,Charlie,West,"£16,001.52",34,Clothing,£470.52,£493.99,New,5%,Cash,Retail
1084,04/09/2022,Alice,East,"£84,088.90",24,Food,"£1,360.40","£4,379.63",New,20%,Bank Transfer,Retail
1094,04/09/2022,Alice,West,"£184,676.25",37,Clothing,"£2,124.19","£4,991.25",Returning,0%,Bank Transfer,Online
1059,05/09/2022,Eve,South,"£164,724.54",39,Furniture,"£3,681.04","£4,319.92",Returning,2%,Bank Transfer,Retail
1069,05/09/2022,David,West,"£72,632.59",19,Furniture,£958.03,"£4,247.52",Returning,10%,Credit Card,Online
1086,06/09/2022,Bob,North,"£78,624.82",23,Electronics,"£2,031.27","£3,598.39",New,5%,Credit Card,Online
1054,06/09/2022,David,North,"£129,310.82",31,Clothing,£953.05,"£4,534.04",Returning,8%,Credit Card,Online
1096,07/09/2022,Alice,North,"£49,277.48",12,Electronics,"£2,612.45","£4,774.95",Returning,14%,Cash,Online
1047,08/09/2022,Alice,East,"£42,031.61",13,Electronics,"£2,401.92","£3,476.56",Returning,7%,Credit Card,Online
1068,08/09/2022,Charlie,South,"£63,418.57",23,Clothing,"£1,323.56","£2,964.87",New,7%,Cash,Retail
1088,08/09/2022,Eve,North,"£115,336.08",30,Electronics,"£2,270.30","£4,805.67",Returning,20%,Bank Transfer,Retail
1088,09/09/2022,Alice,East,"£15,528.93",3,Clothing,£108.63,"£5,176.31",Returning,0%,Cash,Retail
1077,09/09/2022,Eve,North,"£170,816.42",46,Furniture,"£2,294.47","£4,172.36",Returning,11%,Credit Card,Retail
1008,10/09/2022,Bob,West,"£30,007.94",7,Food,"£4,254.00","£4,321.11",Returning,1%,Credit Card,Online
1053,10/09/2022,Alice,West,"£24,118.46",19,Electronics,"£1,053.52","£1,548.04",Returning,18%,Cash,Online
1001,10/09/2022,Alice,North,"£27,812.53",7,Electronics,"£1,318.08","£5,029.39",Returning,21%,Cash,Retail
1085,11/09/2022,Bob,West,"£56,975.21",13,Furniture,"£4,382.48","£4,442.33",Returning,1%,Cash,Online
1004,11/09/2022,Bob,West,"£11,631.76",5,Furniture,"£1,611.49","£2,349.85",New,1%,Credit Card,Online
1090,11/09/2022,Eve,West,"£12,308.81",4,Furniture,"£1,889.95","£3,205.42",New,4%,Credit Card,Retail
1080,11/09/2022,Bob,East,"£20,821.28",38,Food,£173.52,£771.73,New,29%,Bank Transfer,Online
1030,11/09/2022,Alice,West,"£41,150.00",21,Electronics,£923.33,"£2,084.60",New,6%,Credit Card,Online
1070,11/09/2022,Bob,West,"£108,396.09",49,Electronics,"£1,279.76","£2,633.53",Returning,16%,Cash,Online
1074,11/09/2022,Alice,East,"£107,693.12",26,Food,£159.73,"£4,602.27",Returning,10%,Cash,Retail
1020,12/09/2022,Alice,South,"£27,069.76",25,Furniture,"£1,054.86","£1,094.59",New,1%,Credit Card,Retail
1012,12/09/2022,Alice,East,"£27,631.91",31,Electronics,£734.30,"£1,012.90",Returning,12%,Credit Card,Online
1090,13/09/2022,Alice,East,"£111,923.76",38,Furniture,"£2,874.48","£3,030.57",New,3%,Cash,Online
1055,13/09/2022,Bob,East,"£185,163.40",43,Food,"£3,518.46","£5,126.34",New,16%,Bank Transfer,Retail
1016,13/09/2022,Eve,West,"£184,101.05",42,Furniture,"£3,151.39","£4,764.52",New,8%,Bank Transfer,Online
1018,13/09/2022,Eve,West,"£138,527.11",36,Furniture,"£2,019.75","£4,474.39",New,14%,Credit Card,Retail
1054,13/09/2022,Bob,East,"£126,045.41",46,Furniture,£702.24,"£3,653.49",New,25%,Bank Transfer,Online
1016,13/09/2022,David,East,"£114,825.06",26,Electronics,£583.69,"£4,853.13",Returning,9%,Bank Transfer,Retail
1034,14/09/2022,David,North,"£23,358.01",5,Clothing,"£4,542.95","£4,704.67",New,1%,Credit Card,Online
1035,14/09/2022,Alice,East,"£45,630.62",40,Clothing,"£1,117.72","£1,144.57",New,0%,Credit Card,Retail
1042,14/09/2022,David,North,"£133,530.35",33,Furniture,"£3,682.27","£4,174.80",Returning,3%,Credit Card,Retail
1055,14/09/2022,David,South,"£225,594.35",49,Electronics,"£3,742.59","£5,231.78",New,12%,Cash,Online
1043,14/09/2022,Alice,West,"£68,168.61",38,Clothing,£294.67,"£2,015.63",New,11%,Bank Transfer,Online
1012,14/09/2022,Alice,West,"£167,571.40",49,Food,"£2,185.78","£3,976.54",Returning,14%,Bank Transfer,Online
1100,15/09/2022,David,North,"£34,795.28",22,Food,£500.00,"£1,860.71",New,15%,Cash,Retail
1021,16/09/2022,Charlie,West,"£26,705.58",16,Furniture,"£1,262.61","£1,794.73",New,7%,Bank Transfer,Online
1004,17/09/2022,Charlie,South,"£60,790.71",14,Food,"£1,659.44","£4,430.81",New,2%,Credit Card,Online
1080,17/09/2022,David,North,"£149,568.19",44,Electronics,£759.28,"£3,468.65",Returning,2%,Bank Transfer,Retail
1037,18/09/2022,Charlie,South,"£36,088.65",13,Electronics,£902.24,"£3,701.40",Returning,25%,Cash,Online
1083,18/09/2022,David,South,"£97,396.55",37,Food,£898.06,"£3,707.52",New,29%,Bank Transfer,Retail
1039,19/09/2022,Alice,North,"£15,471.68",22,Food,£208.49,£890.20,New,21%,Bank Transfer,Retail
1050,19/09/2022,Charlie,North,"£195,945.74",50,Clothing,"£2,847.29","£4,259.69",Returning,8%,Cash,Online
1014,20/09/2022,Eve,West,"£9,326.60",3,Furniture,"£1,676.27","£4,441.24",Returning,30%,Bank Transfer,Online
1086,20/09/2022,Bob,East,"£65,911.78",23,Food,£791.16,"£3,980.18",Returning,28%,Bank Transfer,Retail
1081,21/09/2022,Bob,East,"£128,147.26",28,Electronics,"£2,027.80","£5,321.73",Returning,14%,Cash,Retail
1025,22/09/2022,Eve,West,"£60,009.09",42,Furniture,"£1,347.20","£1,443.22",Returning,1%,Bank Transfer,Online
1097,22/09/2022,Eve,West,"£52,874.46",12,Electronics,"£3,714.11","£4,563.67",New,3%,Credit Card,Retail
1062,22/09/2022,Eve,North,"£71,662.60",27,Electronics,"£2,174.79","£2,696.05",New,2%,Credit Card,Retail
1074,22/09/2022,Eve,East,"£142,419.11",38,Food,£387.20,"£4,357.99",Returning,14%,Cash,Retail
1053,23/09/2022,David,North,"£39,931.98",9,Clothing,"£3,620.02","£4,528.32",Returning,2%,Credit Card,Online
1018,23/09/2022,Alice,North,"£127,175.08",35,Furniture,"£3,245.49","£3,730.11",New,3%,Credit Card,Retail
1014,23/09/2022,Alice,East,"£109,226.29",37,Electronics,"£2,526.80","£3,432.63",Returning,14%,Bank Transfer,Retail
1028,23/09/2022,David,West,"£56,867.52",26,Clothing,"£1,510.56","£2,543.27",New,14%,Credit Card,Online
1075,23/09/2022,David,South,"£170,013.43",38,Food,"£2,368.14","£4,519.23",New,1%,Bank Transfer,Online
1080,24/09/2022,Alice,South,"£6,462.50",5,Electronics,£611.88,"£1,468.75",Returning,12%,Credit Card,Online
1040,24/09/2022,David,West,"£116,888.40",23,Electronics,"£4,884.86","£5,245.18",Returning,3%,Cash,Online
1007,24/09/2022,Alice,West,"£44,552.68",16,Electronics,"£1,934.90","£3,867.42",New,28%,Bank Transfer,Retail
1049,24/09/2022,Eve,East,"£47,944.08",34,Furniture,£193.83,"£1,958.50",New,28%,Cash,Retail
1058,25/09/2022,Alice,West,"£52,832.97",37,Furniture,"£1,312.51","£1,660.37",New,14%,Bank Transfer,Online
1064,25/09/2022,Bob,North,"£34,754.54",16,Food,"£1,811.45","£2,975.56",Returning,27%,Bank Transfer,Retail
1043,26/09/2022,Charlie,West,"£22,554.78",9,Clothing,"£1,145.36","£2,880.56",Returning,13%,Bank Transfer,Online
1064,27/09/2022,David,North,"£72,750.65",26,Clothing,"£2,139.27","£3,587.31",New,22%,Credit Card,Retail
1019,28/09/2022,Bob,South,"£87,697.58",26,Electronics,"£2,405.72","£3,747.76",New,10%,Bank Transfer,Online
1050,28/09/2022,Bob,North,"£140,069.48",44,Food,£939.34,"£3,930.12",New,19%,Cash,Online
1026,29/09/2022,Alice,South,"£6,866.27",2,Clothing,"£2,294.64","£4,345.74",New,21%,Bank Transfer,Retail
1015,30/09/2022,Alice,West,"£29,701.72",9,Food,"£1,396.33","£4,074.31",New,19%,Bank Transfer,Online
1085,01/10/2022,Bob,North,"£196,735.78",50,Food,"£3,893.29","£3,946.34",Returning,0%,Cash,Online
1038,01/10/2022,David,East,"£18,702.84",10,Furniture,£791.89,"£2,397.80",Returning,22%,Bank Transfer,Retail
1097,01/10/2022,David,East,"£30,632.99",45,Clothing,£302.94,£756.37,New,10%,Bank Transfer,Retail
1065,02/10/2022,Charlie,North,"£1,320.94",7,Furniture,£71.60,£269.58,New,30%,Cash,Online
1098,02/10/2022,Bob,West,"£22,223.78",9,Clothing,"£2,250.69","£2,580.63",Returning,4%,Cash,Online
1094,02/10/2022,Alice,South,"£55,003.10",30,Clothing,"£1,083.91","£2,208.96",New,17%,Bank Transfer,Online
1024,02/10/2022,Charlie,East,"£106,357.38",38,Food,"£1,719.99","£3,834.08",New,27%,Cash,Retail
1062,03/10/2022,Eve,North,"£191,394.60",50,Electronics,"£3,273.15","£5,036.70",New,24%,Cash,Online
1026,04/10/2022,Bob,East,"£98,114.00",50,Food,"£1,961.45","£1,962.28",Returning,0%,Cash,Retail
1076,04/10/2022,Charlie,East,"£5,298.39",2,Food,"£2,590.01","£2,759.58",Returning,4%,Bank Transfer,Retail
1068,04/10/2022,Charlie,East,"£134,118.89",27,Clothing,"£4,574.63","£5,174.34",Returning,4%,Bank Transfer,Retail
1082,05/10/2022,Bob,South,"£36,419.10",34,Furniture,"£1,055.71","£1,447.50",Returning,26%,Bank Transfer,Retail
1053,05/10/2022,Charlie,East,"£93,987.97",33,Electronics,"£2,823.20","£2,854.64",Returning,0%,Bank Transfer,Retail
1066,05/10/2022,Bob,West,"£131,849.60",34,Food,"£3,736.39","£4,457.39",Returning,13%,Credit Card,Retail
1063,05/10/2022,Alice,North,"£8,496.47",2,Food,"£1,621.62","£4,668.39",New,9%,Bank Transfer,Online
1046,05/10/2022,Eve,East,"£9,241.68",10,Electronics,£302.49,"£1,216.01",New,24%,Cash,Online
1015,06/10/2022,Alice,West,"£64,104.54",13,Furniture,"£4,159.29","£5,150.05",New,4%,Credit Card,Retail
1048,06/10/2022,Eve,East,"£37,058.92",14,Clothing,£916.75,"£3,676.48",New,28%,Cash,Retail
1027,06/10/2022,Bob,West,"£140,334.05",50,Food,£904.74,"£3,226.07",Returning,13%,Cash,Retail
1022,07/10/2022,Eve,West,"£3,149.85",1,Electronics,"£1,275.10","£4,374.79",New,28%,Cash,Online
1001,07/10/2022,Alice,South,"£57,569.34",14,Electronics,"£3,486.98","£4,374.57",Returning,6%,Cash,Retail
1070,07/10/2022,David,West,"£39,884.83",9,Electronics,"£1,314.92","£5,471.17",New,19%,Cash,Online
1089,07/10/2022,Bob,South,"£155,486.72",42,Electronics,"£3,028.03","£4,407.22",Returning,16%,Cash,Online
1009,08/10/2022,Bob,West,"£9,467.34",2,Food,"£4,682.23","£4,745.86",New,0%,Bank Transfer,Online
1040,08/10/2022,Eve,North,"£8,008.51",3,Clothing,£540.07,"£3,177.98",New,16%,Cash,Retail
1027,08/10/2022,Eve,South,"£110,198.26",38,Clothing,"£2,491.78","£2,966.97",New,2%,Cash,Online
1076,08/10/2022,Bob,North,"£94,662.10",26,Furniture,"£3,026.10","£3,710.85",Returning,2%,Credit Card,Retail
1042,08/10/2022,David,North,"£46,427.94",39,Furniture,£131.57,"£1,190.46",New,0%,Cash,Retail
1019,09/10/2022,Bob,North,"£23,936.03",6,Furniture,"£2,022.29","£4,693.34",New,15%,Credit Card,Retail
1007,09/10/2022,Charlie,South,"£95,046.89",36,Clothing,"£2,264.10","£2,666.86",Returning,1%,Bank Transfer,Online
1068,09/10/2022,Alice,East,"£34,887.19",8,Furniture,"£1,550.85","£4,590.42",New,5%,Bank Transfer,Online
1092,09/10/2022,Bob,West,"£158,088.96",33,Furniture,"£3,722.01","£5,042.71",Returning,5%,Cash,Retail
1015,09/10/2022,Eve,East,"£102,361.14",38,Electronics,"£1,343.64","£3,498.33",Returning,23%,Credit Card,Online
1025,10/10/2022,Eve,West,"£97,856.35",48,Food,"£1,808.25","£2,398.44",New,15%,Credit Card,Retail
1074,10/10/2022,Eve,East,"£116,675.04",30,Food,"£3,424.61","£4,861.46",New,20%,Credit Card,Online
